gene_id,H1_Cell_Line,CD4_Memory_Primary_Cells,CD4_Naive_Primary_Cells,Adult_Liver,HepG2_Hepatocellular_Carcinoma
ENSG00000151135,3,12,25,25,12
ENSG00000151136,4,9,11,0,4
ENSG00000151148,4,6,9,3,8
ENSG00000151150,6,5,5,1,0
ENSG00000151151,4,2,2,2,2
ENSG00000151176,38,12,9,9,8
ENSG00000151208,21,2,0,1,13
ENSG00000151224,1,0,0,1278,56
ENSG00000151229,4,0,0,2,2
ENSG00000151233,6,5,6,5,5
ENSG00000151239,8,18,18,20,14
ENSG00000151240,2,1,2,6,2
ENSG00000151247,6,2,2,3,3
ENSG00000151276,8,0,0,1,9
ENSG00000151287,2,8,2,20,0
ENSG00000151292,18,11,7,9,8
ENSG00000151304,13,2,3,2,1
ENSG00000151320,0,0,0,0,0
ENSG00000151322,0,0,0,0,0
ENSG00000151327,4,11,8,10,7
ENSG00000151332,8,12,13,10,19
ENSG00000151348,24,9,9,12,39
ENSG00000151353,10,9,11,10,15
ENSG00000151364,14,0,0,5,12
ENSG00000151365,0,0,0,92,0
ENSG00000151366,61,10,8,150,50
ENSG00000151376,0,1,6,1,0
ENSG00000151388,4,0,0,0,0
ENSG00000151414,2,14,12,13,7
ENSG00000151422,2,1,2,0,4
ENSG00000151445,7,9,9,6,13
ENSG00000151458,8,0,0,2,2
ENSG00000151461,18,18,20,12,6
ENSG00000151465,89,27,22,29,26
ENSG00000151468,1,0,0,12,0
ENSG00000151470,1,2,2,4,0
ENSG00000151474,6,0,1,4,0
ENSG00000151490,0,0,1,0,0
ENSG00000151491,1,0,1,14,19
ENSG00000151498,7,11,9,8,4
ENSG00000151500,34,15,20,27,17
ENSG00000151502,7,24,22,15,10
ENSG00000151503,8,9,10,2,7
ENSG00000151532,2,14,13,2,4
ENSG00000151552,10,7,8,203,40
ENSG00000151553,3,63,16,9,5
ENSG00000151572,0,0,0,0,0
ENSG00000151576,6,6,4,2,3
ENSG00000151612,9,7,9,0,1
ENSG00000151617,2,0,0,1,0
ENSG00000151623,0,12,21,2,0
ENSG00000151632,0,0,1,35,23
ENSG00000151640,7,0,0,0,1
ENSG00000151650,3,0,0,0,0
ENSG00000151651,1,47,10,2,0
ENSG00000151655,0,0,0,1091,1471
ENSG00000151657,10,5,5,3,4
ENSG00000151665,5,5,5,4,14
ENSG00000151689,0,1,1,14,5
ENSG00000151690,3,20,17,0,0
ENSG00000151692,5,12,27,1,12
ENSG00000151693,6,0,0,1,15
ENSG00000151694,22,16,12,4,4
ENSG00000151702,0,21,20,4,0
ENSG00000151715,0,4,6,9,115
ENSG00000151718,31,0,1,6,26
ENSG00000151725,45,4,1,1,5
ENSG00000151726,3,5,4,582,7
ENSG00000151729,24,3,2,74,40
ENSG00000151743,3,2,7,3,9
ENSG00000151746,4,1,2,0,0
ENSG00000151748,28,4,2,8,4
ENSG00000151778,0,0,0,2,0
ENSG00000151779,9,9,10,3,12
ENSG00000151789,2,0,0,0,0
ENSG00000151790,0,0,0,439,0
ENSG00000151806,26,15,19,8,8
ENSG00000151835,13,7,6,0,2
ENSG00000151838,0,0,0,0,0
ENSG00000151846,8,41,46,3,2
ENSG00000151849,16,1,2,0,2
ENSG00000151876,0,3,6,5,2
ENSG00000151881,2,5,6,3,4
ENSG00000151882,0,4,7,0,0
ENSG00000151883,4,50,28,2,0
ENSG00000151892,0,0,0,9,0
ENSG00000151893,11,11,11,7,10
ENSG00000151914,8,0,0,7,5
ENSG00000151917,1,0,0,0,0
ENSG00000151923,29,43,51,17,50
ENSG00000151929,10,30,32,10,3
ENSG00000151948,1,0,0,17,0
ENSG00000151967,1,0,0,2,0
ENSG00000152022,1,27,29,7,25
ENSG00000152042,2,12,19,4,4
ENSG00000152049,0,0,0,1,0
ENSG00000152056,3,0,0,0,1
ENSG00000152061,9,17,11,2,2
ENSG00000152078,1,0,0,81,4
ENSG00000152082,29,21,22,40,67
ENSG00000152086,0,0,0,0,0
ENSG00000152092,1,0,0,0,0
ENSG00000152093,0,0,0,0,0
ENSG00000152102,19,51,44,16,58
ENSG00000152104,9,0,0,0,1
ENSG00000152127,17,47,24,1,30
ENSG00000152128,0,1,0,0,0
ENSG00000152133,2,6,5,4,3
ENSG00000152137,3,0,0,1,0
ENSG00000152147,12,0,0,10,9
ENSG00000152154,9,0,0,1,2
ENSG00000152192,0,0,0,0,1
ENSG00000152193,7,6,7,3,7
ENSG00000152207,0,3,2,0,0
ENSG00000152208,29,0,0,0,0
ENSG00000152213,0,0,0,1,0
ENSG00000152217,0,0,0,1,0
ENSG00000152219,6,9,12,6,3
ENSG00000152223,2,13,14,1,4
ENSG00000152229,1,5,5,5,0
ENSG00000152240,70,6,7,11,15
ENSG00000152242,8,18,21,3,8
ENSG00000152253,19,0,0,0,7
ENSG00000152254,0,0,0,0,0
ENSG00000152256,9,12,56,3,31
ENSG00000152270,4,30,42,8,5
ENSG00000152284,88,0,0,7,0
ENSG00000152291,40,115,145,55,142
ENSG00000152292,0,0,0,0,0
ENSG00000152332,6,34,28,15,11
ENSG00000152348,2,32,63,2,0
ENSG00000152359,4,5,5,1,3
ENSG00000152377,12,0,0,0,0
ENSG00000152382,7,14,19,13,19
ENSG00000152404,12,15,16,11,1
ENSG00000152409,4,43,29,3,4
ENSG00000152413,21,0,0,0,5
ENSG00000152422,5,1,2,2,1
ENSG00000152443,5,10,14,3,4
ENSG00000152454,7,10,15,1,3
ENSG00000152455,16,1,2,1,3
ENSG00000152463,0,0,0,0,0
ENSG00000152464,12,10,15,11,7
ENSG00000152465,3,14,21,11,4
ENSG00000152484,15,26,18,13,8
ENSG00000152492,6,16,2,15,20
ENSG00000152495,1,43,65,0,0
ENSG00000152503,2,0,0,0,0
ENSG00000152518,59,1196,771,64,13
ENSG00000152520,10,35,40,4,7
ENSG00000152556,11,2,3,2,0
ENSG00000152558,30,168,216,171,519
ENSG00000152578,3,0,0,0,0
ENSG00000152580,1,0,0,0,0
ENSG00000152583,0,0,0,24,0
ENSG00000152601,2,116,154,11,8
ENSG00000152611,0,0,0,0,0
ENSG00000152620,2,6,6,131,8
ENSG00000152642,2,15,11,1,3
ENSG00000152661,1183,0,0,5,0
ENSG00000152669,0,0,0,0,0
ENSG00000152683,21,5,8,5,20
ENSG00000152684,8,2,2,7,17
ENSG00000152700,4,10,7,30,11
ENSG00000152726,5,14,14,3,8
ENSG00000152749,7,2,3,4,0
ENSG00000152760,0,0,0,1,0
ENSG00000152766,0,0,0,0,0
ENSG00000152767,27,0,1,17,71
ENSG00000152778,1,7,11,10,2
ENSG00000152779,1,0,0,1,0
ENSG00000152782,13,0,0,120,8
ENSG00000152784,0,5,4,0,0
ENSG00000152795,110,114,162,53,55
ENSG00000152804,0,1,0,15,15
ENSG00000152818,15,43,30,4,36
ENSG00000152894,26,0,0,13,26
ENSG00000152904,14,5,6,7,8
ENSG00000152910,0,0,0,0,0
ENSG00000152926,7,2,3,0,24
ENSG00000152932,1,0,0,0,0
ENSG00000152939,19,0,0,10,8
ENSG00000152942,14,12,15,8,9
ENSG00000152944,12,23,19,7,10
ENSG00000152952,19,0,0,13,71
ENSG00000152953,0,0,0,0,0
ENSG00000152954,0,0,0,0,0
ENSG00000152969,1,4,0,0,0
ENSG00000152977,0,0,0,0,0
ENSG00000152990,18,0,3,21,14
ENSG00000153002,0,0,0,0,0
ENSG00000153006,23,10,8,7,2
ENSG00000153012,1,0,0,0,0
ENSG00000153015,33,6,8,6,6
ENSG00000153029,0,8,7,2,2
ENSG00000153037,12,12,13,12,5
ENSG00000153044,37,2,3,0,5
ENSG00000153046,25,5,8,3,12
ENSG00000153048,42,16,17,68,59
ENSG00000153064,0,0,0,0,0
ENSG00000153066,7,57,31,33,77
ENSG00000153071,1,0,0,11,2
ENSG00000153086,0,0,0,116,0
ENSG00000153094,2,13,8,2,2
ENSG00000153107,12,5,8,1,14
ENSG00000153113,7,35,25,23,8
ENSG00000153130,9,5,7,34,23
ENSG00000153132,5,0,0,0,6
ENSG00000153140,6,0,1,5,3
ENSG00000153147,57,27,24,10,6
ENSG00000153157,4,2,1,3,5
ENSG00000153162,1,0,0,3,0
ENSG00000153179,19,62,51,5,11
ENSG00000153187,112,95,89,37,32
ENSG00000153201,27,37,26,8,10
ENSG00000153207,10,18,18,4,6
ENSG00000153208,5,0,0,11,39
ENSG00000153214,9,12,13,4,12
ENSG00000153234,1,122,29,4,0
ENSG00000153250,16,18,27,7,14
ENSG00000153253,0,0,0,0,0
ENSG00000153266,0,0,0,0,0
ENSG00000153283,0,86,89,1,0
ENSG00000153291,2,0,0,4,0
ENSG00000153292,0,0,0,0,0
ENSG00000153294,0,0,0,0,0
ENSG00000153310,17,23,20,5,8
ENSG00000153317,11,23,19,3,10
ENSG00000153339,17,19,22,13,17
ENSG00000153391,22,5,6,14,12
ENSG00000153395,142,10,7,4,53
ENSG00000153404,6,0,0,0,0
ENSG00000153406,35,18,22,33,23
ENSG00000153443,27,11,4,27,13
ENSG00000153446,3,0,0,0,1
ENSG00000153485,13,1,2,12,23
ENSG00000153487,8,4,5,5,6
ENSG00000153531,0,0,0,2,0
ENSG00000153551,12,35,37,2,9
ENSG00000153558,0,0,0,0,1
ENSG00000153560,14,26,32,7,19
ENSG00000153561,17,15,12,23,21
ENSG00000153563,0,0,0,2,0
ENSG00000153574,10,16,24,6,14
ENSG00000153575,5,10,12,3,4
ENSG00000153707,12,0,0,2,0
ENSG00000153714,0,0,0,25,15
ENSG00000153721,1,0,0,24,7
ENSG00000153767,20,3,3,2,6
ENSG00000153774,63,17,16,48,39
ENSG00000153786,27,24,13,10,43
ENSG00000153802,0,0,0,0,0
ENSG00000153814,12,11,5,7,0
ENSG00000153815,29,36,25,4,15
ENSG00000153820,0,0,0,0,0
ENSG00000153822,0,0,0,0,0
ENSG00000153823,1,0,0,40,0
ENSG00000153827,18,43,45,11,32
ENSG00000153879,16,12,10,32,31
ENSG00000153885,9,2,0,2,10
ENSG00000153898,2,21,1,0,0
ENSG00000153902,1,0,0,1,1
ENSG00000153904,19,0,0,50,32
ENSG00000153914,5,26,27,4,6
ENSG00000153922,14,76,47,6,6
ENSG00000153933,3,13,13,1,2
ENSG00000153936,6,2,2,3,10
ENSG00000153944,9,15,16,1,37
ENSG00000153956,9,0,0,0,0
ENSG00000153975,7,13,13,2,8
ENSG00000153976,5,0,0,0,1
ENSG00000153982,5,0,1,0,4
ENSG00000153989,50,13,11,17,13
ENSG00000153993,1,0,0,0,0
ENSG00000154001,16,10,10,6,4
ENSG00000154016,0,18,32,6,1
ENSG00000154025,0,0,0,0,0
ENSG00000154027,1,1,14,0,0
ENSG00000154040,14,0,0,0,0
ENSG00000154059,15,9,9,12,3
ENSG00000154065,0,0,0,1,0
ENSG00000154079,15,1,2,7,8
ENSG00000154080,21,0,0,3,2
ENSG00000154096,273,0,0,1,0
ENSG00000154102,6,2,6,0,0
ENSG00000154114,3,3,6,6,3
ENSG00000154118,11,0,0,0,0
ENSG00000154122,2,17,21,10,10
ENSG00000154124,4,19,15,5,4
ENSG00000154127,2,12,15,0,2
ENSG00000154133,0,0,0,7,0
ENSG00000154134,2,0,3,0,0
ENSG00000154144,8,26,32,8,8
ENSG00000154146,0,0,0,1,0
ENSG00000154153,1,8,29,38,0
ENSG00000154165,0,14,0,0,0
ENSG00000154174,18,18,21,27,20
ENSG00000154175,0,0,0,1,0
ENSG00000154188,1,0,0,0,0
ENSG00000154217,29,52,80,8,3
ENSG00000154222,3,14,15,4,4
ENSG00000154227,0,0,2,0,0
ENSG00000154229,2,20,35,1,10
ENSG00000154237,0,1,0,0,0
ENSG00000154240,1,0,0,1,0
ENSG00000154252,0,2,0,0,0
ENSG00000154258,0,0,0,4,0
ENSG00000154262,0,0,0,36,0
ENSG00000154263,0,0,0,1,0
ENSG00000154265,0,9,11,5,3
ENSG00000154269,0,5,0,1,54
ENSG00000154274,0,5,3,21,0
ENSG00000154277,349,0,0,0,0
ENSG00000154305,17,15,18,18,6
ENSG00000154309,2,1,2,4,1
ENSG00000154310,15,38,30,1,0
ENSG00000154319,0,0,0,0,0
ENSG00000154328,4,5,7,6,2
ENSG00000154330,0,0,0,2,0
ENSG00000154342,0,0,0,0,0
ENSG00000154358,1,8,29,0,0
ENSG00000154359,14,7,4,4,8
ENSG00000154370,8,15,10,2,3
ENSG00000154380,59,0,0,2,9
ENSG00000154415,0,0,0,0,0
ENSG00000154429,9,12,11,1,3
ENSG00000154447,6,0,0,3,2
ENSG00000154451,0,65,39,1,0
ENSG00000154473,78,60,67,21,82
ENSG00000154479,1,0,0,0,0
ENSG00000154493,0,0,0,0,0
ENSG00000154511,5,10,10,15,8
ENSG00000154518,33,9,13,81,95
ENSG00000154545,18,0,0,0,17
ENSG00000154548,1,0,0,0,0
ENSG00000154553,0,0,0,1,3
ENSG00000154556,5,0,0,19,6
ENSG00000154582,29,9,8,34,17
ENSG00000154589,0,6,5,29,5
ENSG00000154639,118,0,0,13,43
ENSG00000154640,13,38,19,4,13
ENSG00000154642,7,9,5,4,1
ENSG00000154645,0,0,0,0,0
ENSG00000154646,0,0,0,0,0
ENSG00000154654,0,0,0,0,0
ENSG00000154678,0,0,0,0,0
ENSG00000154710,5,11,8,6,14
ENSG00000154721,3,0,0,1,0
ENSG00000154723,50,13,15,227,34
ENSG00000154727,7,15,18,8,4
ENSG00000154734,13,0,0,7,0
ENSG00000154736,0,0,0,1,0
ENSG00000154743,3,2,6,1,2
ENSG00000154760,3,14,14,0,0
ENSG00000154764,0,7,6,0,0
ENSG00000154767,14,28,31,16,8
ENSG00000154781,7,17,15,8,3
ENSG00000154783,5,0,0,2,0
ENSG00000154803,3,8,10,3,6
ENSG00000154813,10,5,3,15,10
ENSG00000154814,5,63,115,8,3
ENSG00000154822,1,40,52,3,0
ENSG00000154832,20,23,28,14,15
ENSG00000154839,12,0,0,0,4
ENSG00000154845,36,23,9,9,37
ENSG00000154856,1,0,0,1,3
ENSG00000154864,7,0,0,2,9
ENSG00000154889,5,14,17,16,3
ENSG00000154898,0,0,0,0,0
ENSG00000154917,1,1,1,0,0
ENSG00000154920,6,1,1,0,9
ENSG00000154928,3,0,0,2,0
ENSG00000154930,0,10,11,1,7
ENSG00000154945,21,15,20,11,29
ENSG00000154957,5,12,11,3,2
ENSG00000154975,0,0,0,0,0
ENSG00000154978,17,27,17,9,8
ENSG00000155008,4,2,3,3,5
ENSG00000155016,3,0,2,2,1
ENSG00000155034,5,3,2,0,1
ENSG00000155066,2,0,0,0,0
ENSG00000155090,9,18,4,32,19
ENSG00000155093,1,0,0,2,40
ENSG00000155096,76,36,27,20,9
ENSG00000155097,16,6,10,8,18
ENSG00000155099,12,2,3,3,4
ENSG00000155100,11,4,3,3,3
ENSG00000155111,1,7,6,3,16
ENSG00000155115,37,19,17,50,15
ENSG00000155130,78,0,0,25,33
ENSG00000155158,2,18,32,1,6
ENSG00000155189,43,5,5,6,17
ENSG00000155229,27,28,41,5,54
ENSG00000155252,10,18,11,9,11
ENSG00000155254,21,0,0,2,0
ENSG00000155256,10,24,22,7,16
ENSG00000155265,0,9,8,0,0
ENSG00000155269,5,0,0,0,0
ENSG00000155282,0,0,0,0,0
ENSG00000155287,8,42,58,20,20
ENSG00000155304,24,21,15,7,19
ENSG00000155307,0,111,20,6,0
ENSG00000155313,12,25,24,6,5
ENSG00000155324,4,3,5,13,4
ENSG00000155329,16,8,6,11,10
ENSG00000155330,11,11,10,12,8
ENSG00000155363,21,23,31,13,27
ENSG00000155366,12,5,1,45,49
ENSG00000155367,12,3,0,19,28
ENSG00000155368,118,14,10,217,67
ENSG00000155380,308,5,2,51,55
ENSG00000155393,10,6,6,5,22
ENSG00000155438,53,16,22,18,12
ENSG00000155463,62,95,113,60,291
ENSG00000155465,2,1,1,7,0
ENSG00000155495,0,0,0,0,0
ENSG00000155506,98,35,41,12,32
ENSG00000155508,19,54,56,13,37
ENSG00000155511,0,0,0,0,0
ENSG00000155545,9,17,10,4,9
ENSG00000155561,47,21,25,3,20
ENSG00000155622,0,0,0,0,0
ENSG00000155629,0,2,0,29,2
ENSG00000155657,0,2,5,0,0
ENSG00000155659,0,0,0,47,0
ENSG00000155660,352,17,14,104,256
ENSG00000155666,3,5,7,47,2
ENSG00000155729,0,8,10,4,1
ENSG00000155744,1,10,9,1,2
ENSG00000155755,10,1,1,1,4
ENSG00000155760,279,0,0,1,0
ENSG00000155792,1,1,1,9,1
ENSG00000155816,0,0,0,0,0
ENSG00000155827,18,11,14,8,8
ENSG00000155849,1,27,22,5,0
ENSG00000155850,10,2,3,0,2
ENSG00000155858,1,0,2,0,4
ENSG00000155868,6,3,6,5,5
ENSG00000155876,29,26,30,80,98
ENSG00000155893,5,2,8,1,1
ENSG00000155903,6,44,58,2,4
ENSG00000155906,8,3,4,17,25
ENSG00000155918,0,0,0,0,0
ENSG00000155926,0,51,26,5,0
ENSG00000155957,12,8,11,64,8
ENSG00000155959,19,9,7,17,11
ENSG00000155962,0,1,0,10,0
ENSG00000155966,1,0,0,0,0
ENSG00000155970,1,1,2,4,1
ENSG00000155974,2,0,1,0,0
ENSG00000155975,7,3,4,6,17
ENSG00000155980,9,0,0,0,10
ENSG00000156006,0,0,0,88,0
ENSG00000156011,3,0,0,7,2
ENSG00000156017,14,5,4,6,4
ENSG00000156026,22,8,7,4,19
ENSG00000156030,2,17,15,1,3
ENSG00000156049,10,0,0,4,0
ENSG00000156050,0,5,4,0,1
ENSG00000156052,27,37,30,15,12
ENSG00000156076,7,0,0,0,0
ENSG00000156096,0,0,0,534,8
ENSG00000156103,13,0,0,0,0
ENSG00000156110,12,14,11,57,24
ENSG00000156113,1,0,0,2,0
ENSG00000156127,0,10,2,1,0
ENSG00000156136,8,17,25,5,4
ENSG00000156140,2,0,0,0,0
ENSG00000156162,5,3,5,7,6
ENSG00000156171,23,16,27,14,30
ENSG00000156206,0,0,0,0,0
ENSG00000156219,0,0,0,0,0
ENSG00000156222,0,0,0,17,5
ENSG00000156232,2,55,57,3,4
ENSG00000156234,0,0,0,0,0
ENSG00000156239,4,0,2,2,5
ENSG00000156253,1,2,3,13,5
ENSG00000156256,9,40,45,15,8
ENSG00000156261,120,50,63,41,59
ENSG00000156265,0,1,2,1,0
ENSG00000156269,0,0,0,0,0
ENSG00000156273,6,20,12,6,7
ENSG00000156298,21,0,0,37,33
ENSG00000156299,6,18,16,2,0
ENSG00000156304,25,28,35,6,7
ENSG00000156313,1,4,4,1,0
ENSG00000156345,1,1,3,1,0
ENSG00000156374,4,1,1,6,3
ENSG00000156381,14,2,0,1,15
ENSG00000156398,7,2,5,20,7
ENSG00000156411,28,16,23,57,27
ENSG00000156413,0,0,0,2,26
ENSG00000156453,87,0,0,10,0
ENSG00000156463,0,0,0,1,1
ENSG00000156466,0,0,0,0,0
ENSG00000156467,28,23,32,51,8
ENSG00000156469,14,7,9,9,12
ENSG00000156471,28,28,28,16,15
ENSG00000156475,4,2,0,0,0
ENSG00000156502,11,28,27,9,11
ENSG00000156504,13,25,31,4,4
ENSG00000156510,0,2,4,0,7
ENSG00000156515,59,29,27,4,0
ENSG00000156521,6,6,11,3,3
ENSG00000156531,14,3,5,2,2
ENSG00000156535,4,0,0,0,2
ENSG00000156564,1,0,0,0,0
ENSG00000156574,23,1,2,0,0
ENSG00000156587,30,29,26,83,21
ENSG00000156599,34,30,27,19,24
ENSG00000156603,13,9,7,7,8
ENSG00000156639,14,26,22,32,14
ENSG00000156642,110,12,11,36,44
ENSG00000156650,5,22,26,2,1
ENSG00000156671,8,20,19,4,7
ENSG00000156675,11,20,9,2,6
ENSG00000156687,40,0,0,0,0
ENSG00000156697,10,6,7,4,4
ENSG00000156709,22,6,5,43,20
ENSG00000156711,5,23,30,0,32
ENSG00000156735,19,9,9,8,6
ENSG00000156738,0,0,0,0,0
ENSG00000156795,7,2,2,2,9
ENSG00000156802,9,16,9,2,26
ENSG00000156804,0,11,21,0,0
ENSG00000156831,7,7,9,7,8
ENSG00000156853,8,14,12,5,10
ENSG00000156858,9,34,29,9,6
ENSG00000156860,3,45,36,4,5
ENSG00000156869,3,0,0,10,14
ENSG00000156873,11,13,14,11,19
ENSG00000156875,62,73,79,18,40
ENSG00000156876,8,2,2,0,2
ENSG00000156885,1,0,0,45,0
ENSG00000156925,34,0,0,0,0
ENSG00000156928,7,4,7,12,10
ENSG00000156931,3,9,12,2,5
ENSG00000156958,1,3,2,6,4
ENSG00000156959,5,0,0,0,0
ENSG00000156966,131,0,0,1,0
ENSG00000156968,4,0,0,7,48
ENSG00000156970,44,1,0,0,13
ENSG00000156973,9,5,4,5,8
ENSG00000156976,92,263,274,76,142
ENSG00000156983,8,21,14,2,5
ENSG00000156990,12,3,4,5,11
ENSG00000157005,1,0,0,0,0
ENSG00000157014,8,41,45,4,13
ENSG00000157017,0,1,3,0,0
ENSG00000157020,20,18,17,22,72
ENSG00000157036,3,8,9,0,2
ENSG00000157045,38,20,17,31,77
ENSG00000157064,7,0,0,0,0
ENSG00000157077,7,3,5,5,8
ENSG00000157087,0,0,0,5,2
ENSG00000157103,0,0,0,47,0
ENSG00000157106,10,44,42,4,39
ENSG00000157107,3,1,0,6,6
ENSG00000157110,46,1,2,9,9
ENSG00000157111,1,0,0,1,0
ENSG00000157119,0,0,0,0,0
ENSG00000157131,0,0,0,787,13
ENSG00000157150,10,0,0,0,0
ENSG00000157168,0,0,0,3,0
ENSG00000157181,13,12,11,12,10
ENSG00000157184,18,4,5,67,11
ENSG00000157191,5,29,38,12,15
ENSG00000157193,35,7,2,0,7
ENSG00000157212,10,4,5,1,4
ENSG00000157214,7,0,0,0,1
ENSG00000157216,41,13,18,11,4
ENSG00000157224,19,0,0,17,38
ENSG00000157227,64,0,0,6,5
ENSG00000157240,0,0,0,3,0
ENSG00000157259,19,8,16,13,25
ENSG00000157303,5,41,69,7,9
ENSG00000157315,0,2,3,2,9
ENSG00000157322,0,1,1,0,0
ENSG00000157326,3,4,6,43,11
ENSG00000157335,0,0,1,0,0
ENSG00000157343,1,1,3,0,1
ENSG00000157349,19,32,27,24,21
ENSG00000157350,14,5,6,3,10
ENSG00000157353,0,7,11,3,6
ENSG00000157368,2,0,0,1,1
ENSG00000157379,1,7,7,46,13
ENSG00000157388,0,0,0,0,0
ENSG00000157399,2,0,0,78,56
ENSG00000157404,22,3,1,1,0
ENSG00000157426,4,3,4,3,7
ENSG00000157445,0,0,0,0,0
ENSG00000157450,6,10,14,4,8
ENSG00000157456,57,2,0,1,28
ENSG00000157483,8,0,0,12,9
ENSG00000157500,14,10,12,6,6
ENSG00000157502,0,0,0,0,0
ENSG00000157510,2,0,0,3,0
ENSG00000157514,2,522,550,43,0
ENSG00000157538,9,10,9,8,9
ENSG00000157540,11,52,45,8,10
ENSG00000157542,0,0,0,0,0
ENSG00000157551,0,0,0,1,0
ENSG00000157554,0,0,0,4,0
ENSG00000157557,17,22,6,124,43
ENSG00000157570,9,24,15,3,0
ENSG00000157593,35,10,9,26,174
ENSG00000157600,6,21,8,1,3
ENSG00000157601,0,12,10,9,0
ENSG00000157613,12,0,0,0,0
ENSG00000157617,4,2,4,2,8
ENSG00000157625,4,16,11,5,23
ENSG00000157637,10,13,12,26,12
ENSG00000157653,0,1,2,1,0
ENSG00000157654,15,10,7,12,5
ENSG00000157657,12,1,0,1,0
ENSG00000157693,4,7,12,2,5
ENSG00000157734,1,19,13,0,0
ENSG00000157741,6,2,4,1,4
ENSG00000157764,5,15,16,2,7
ENSG00000157765,2,0,0,0,0
ENSG00000157778,11,8,7,11,12
ENSG00000157782,0,0,0,0,0
ENSG00000157796,3,5,8,2,9
ENSG00000157800,11,3,5,1,5
ENSG00000157823,10,5,4,17,15
ENSG00000157827,17,0,0,3,54
ENSG00000157833,6,1,1,0,0
ENSG00000157837,17,13,13,7,3
ENSG00000157851,1,0,0,0,0
ENSG00000157869,8,4,6,6,8
ENSG00000157870,19,7,8,2,21
ENSG00000157873,0,43,56,12,14
ENSG00000157881,4,6,10,4,8
ENSG00000157895,8,6,5,5,2
ENSG00000157911,8,5,6,8,11
ENSG00000157916,28,16,22,44,28
ENSG00000157933,33,51,43,7,5
ENSG00000157954,14,18,18,9,17
ENSG00000157978,5,28,74,8,7
ENSG00000157985,6,2,0,1,12
ENSG00000157992,32,2,5,6,3
ENSG00000158006,3,5,11,13,7
ENSG00000158008,0,0,0,0,0
ENSG00000158014,0,0,0,0,0
ENSG00000158019,8,14,12,10,15
ENSG00000158022,0,0,0,0,0
ENSG00000158050,2,202,55,3,0
ENSG00000158055,0,0,0,0,0
ENSG00000158062,2,30,25,3,4
ENSG00000158089,5,0,0,0,0
ENSG00000158092,6,19,16,10,6
ENSG00000158104,0,0,0,1140,115
ENSG00000158106,10,11,18,0,2
ENSG00000158109,13,40,47,69,48
ENSG00000158122,4,8,4,6,9
ENSG00000158125,0,0,0,29,0
ENSG00000158156,14,5,6,6,6
ENSG00000158158,9,10,5,1,9
ENSG00000158161,8,4,7,2,9
ENSG00000158163,1,0,0,0,0
ENSG00000158164,80,0,0,0,0
ENSG00000158186,2,0,0,1,3
ENSG00000158195,38,99,111,14,28
ENSG00000158201,4,19,24,27,36
ENSG00000158234,1,1,2,1,1
ENSG00000158246,56,0,0,0,0
ENSG00000158258,0,0,0,0,0
ENSG00000158270,3,0,0,0,0
ENSG00000158286,1,2,0,0,5
ENSG00000158290,16,15,22,10,12
ENSG00000158292,3,0,0,1,0
ENSG00000158296,3,0,0,4,25
ENSG00000158301,3,0,1,4,0
ENSG00000158315,0,0,0,0,1
ENSG00000158321,12,10,0,4,0
ENSG00000158352,2,0,0,0,0
ENSG00000158373,2,2,1,51,21
ENSG00000158402,11,0,0,0,9
ENSG00000158406,2,3,4,0,5
ENSG00000158411,12,4,7,4,4
ENSG00000158417,79,25,21,28,3
ENSG00000158435,32,29,34,13,102
ENSG00000158445,0,0,0,0,0
ENSG00000158457,14,5,3,27,13
ENSG00000158467,7,4,8,2,9
ENSG00000158470,61,14,5,11,32
ENSG00000158473,1,0,0,11,0
ENSG00000158480,9,13,6,3,9
ENSG00000158481,0,3,0,1,0
ENSG00000158483,6,0,1,1,2
ENSG00000158485,0,0,0,0,0
ENSG00000158488,0,0,0,0,0
ENSG00000158516,0,0,0,0,0
ENSG00000158517,0,3,1,1,0
ENSG00000158526,28,32,36,47,10
ENSG00000158528,3,0,0,0,8
ENSG00000158545,34,33,16,8,8
ENSG00000158552,2,16,20,16,43
ENSG00000158555,2,19,3,1,14
ENSG00000158560,0,0,0,0,0
ENSG00000158571,0,0,1,18,4
ENSG00000158578,0,0,0,0,0
ENSG00000158604,23,62,67,37,74
ENSG00000158615,34,62,47,28,14
ENSG00000158623,13,2,4,5,6
ENSG00000158636,6,6,8,1,4
ENSG00000158639,0,0,0,2,0
ENSG00000158669,16,22,15,11,14
ENSG00000158691,3,2,2,0,2
ENSG00000158711,4,22,35,4,5
ENSG00000158714,0,0,1,1,0
ENSG00000158715,10,11,0,4,5
ENSG00000158716,41,5,4,95,0
ENSG00000158717,11,101,46,3,17
ENSG00000158747,3,6,4,2,5
ENSG00000158764,3,0,0,0,0
ENSG00000158769,131,14,10,55,49
ENSG00000158773,15,48,53,25,16
ENSG00000158792,3,8,3,7,10
ENSG00000158793,8,9,11,30,8
ENSG00000158796,14,24,25,16,15
ENSG00000158805,2,48,64,4,10
ENSG00000158806,0,0,0,0,19
ENSG00000158813,5,1,2,1,8
ENSG00000158815,0,0,0,0,3
ENSG00000158825,5,0,2,71,3
ENSG00000158828,5,10,13,57,11
ENSG00000158850,22,19,25,9,23
ENSG00000158856,0,12,6,7,14
ENSG00000158859,7,0,0,3,1
ENSG00000158863,1,20,23,3,8
ENSG00000158864,21,17,27,82,39
